timestamp_local,target_month,release_month,job_id,model,variable,value,parsed_ok,parsed_notes,raw_model_output,citations
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,real_gdp_level,24000.0,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,real_gdp_qoq,3.0,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,real_gdp_yoy,2.5,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,industrial_production_index,105.5,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,industrial_production_mom,0.5,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,industrial_production_yoy,2.5,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,durable_goods_level,280.0,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,durable_goods_mom,1.5,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,durable_goods_yoy,5.0,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
2026-01-25 00:00:00,2026-01,2026-02,2026-01_macro_conditions_serverA,gpt-5-search-api,ism_manufacturing_index,48.0,True,found=26 pairs,target_month=2026-01 release_month=2026-02 real_gdp_level=24000.00 real_gdp_qoq=3.00 real_gdp_yoy=2.50 industrial_production_index=105.50 industrial_production_mom=0.50 industrial_production_yoy=2.50 durable_goods_level=280.00 durable_goods_mom=1.50 durable_goods_yoy=5.00 ism_manufacturing_index=48.00 ism_manufacturing_mom=-0.50 cpi_index=326.50 cpi_mom=0.30 cpi_yoy=2.70 ppi_index=220.00 ppi_mom=0.30 ppi_yoy=3.00 pce_price_index_level=110.50 pce_price_index_mom=0.30 pce_price_index_yoy=2.80 nonfarm_payrolls_level=159600.00 nonfarm_payrolls_change=75.00 unemployment_rate=4.50 unemployment_rate_mom=0.10,
