timestamp_local,target_month,release_month,job_id,model,variable,value,parsed_ok,parsed_notes,raw_model_output,citations
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,retail_sales_level,760.0,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,retail_sales_mom,0.3,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,retail_sales_yoy,3.8,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,real_pce_level,19500.0,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,real_pce_mom,0.2,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,real_pce_yoy,2.5,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,real_dpi_level,18100.0,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,real_dpi_mom,-0.1,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,real_dpi_yoy,1.5,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
2026-04-25 16:00:00,2026-04,2026-05,2026-04_demand_vars_serverA,gpt-5-search-api,housing_starts_level,1450.0,True,found=25 pairs,target_month=2026-04 release_month=2026-05 retail_sales_level=760.00 retail_sales_mom=0.30 retail_sales_yoy=3.80 real_pce_level=19500.00 real_pce_mom=0.20 real_pce_yoy=2.50 real_dpi_level=18100.00 real_dpi_mom=-0.10 real_dpi_yoy=1.50 housing_starts_level=1450.00 housing_starts_mom=-5.00 housing_starts_yoy=-10.00 building_permits_level=1400.00 building_permits_mom=-3.00 building_permits_yoy=-8.00 existing_home_sales_level=4000.00 existing_home_sales_mom=-2.00 existing_home_sales_yoy=-3.00 new_home_sales_level=600.00 new_home_sales_mom=-8.00 new_home_sales_yoy=-12.00 ism_services_index=54.00 ism_services_mom=-2.50,
